Timestamp,Locality,Latitude,Longitude,Signal Strength (dBm),Data Throughput (Mbps),Latency (ms),Network Type,BB60C Measurement (dBm),srsRAN Measurement (dBm),BladeRFxA9 Measurement (dBm)
2023-05-05 15:39:09.349342,Bailey Road,25.42838934545830,85.14265495824710,-86.37002092633100,2.142637883839150,166.21120101065600,LTE,-85.93223184635700,-92.04755652479420,-84.96656141260880
2023-05-05 15:42:16.559515,Anandpuri,25.42204582050680,85.17552552694840,-94.82052725116150,84.32350755082860,15.154794698937800,5G,-96.46933870857010,-101.10298596970300,-96.85596787487170
2023-05-05 15:45:23.769688,Gardanibagh,25.58070625442860,85.20059390554380,-92.30988822601580,40.76849494348180,35.304875725357900,5G,-87.9896071709156,-101.79733958606200,-89.68651730259710
2023-05-05 15:48:30.979861,Gardanibagh,25.490982995386400,85.23012025261300,-84.85613784915070,1.0442471030579900,132.3610219149540,3G,0.0,0.0,0.0
2023-05-05 15:51:38.190034,Bailey Road,25.510403837973100,85.01525476400200,-104.23386217235700,38.86684663943150,38.97690690456470,5G,-101.77549205204700,-113.23206645461300,-102.02512529141400
2023-05-05 15:54:45.400207,Rajendra Nagar,25.550155215611800,85.29186455723780,-92.26667765004040,2.8416956956313700,161.6650314520740,LTE,-89.30130474027870,-99.85906589247770,-94.56282851626610
2023-05-05 15:57:52.610380,Kankarbagh,25.47666514194230,85.22804932514070,-102.91951411742900,72.54836975138880,44.40489588756820,5G,-100.12100422849500,-112.72141999068700,-103.03647243388200
2023-05-05 16:00:59.820553,Boring Road,25.740729963063600,85.22124667556870,-82.71875603156710,1.1571569943100400,139.6923276201600,3G,0.0,0.0,0.0
2023-05-05 16:04:07.030726,S.K. Puri,25.684301899822600,85.09870187690900,-86.41922711988910,1.6789003850856100,181.4825113746510,LTE,-90.61807865604230,-91.94514383958640,-86.13367286296670
2023-05-05 16:07:14.240899,Exhibition Road,25.70800836869410,85.16965723680790,-87.45931279327210,2.1107271018752600,171.92017782722600,LTE,-90.17476537995910,-92.47764321298840,-84.61055382039140
2023-05-05 16:10:21.451072,Exhibition Road,25.48449180140210,85.0699019114649,-90.42156770174930,9.113962666571620,95.03509320056290,4G,-91.20435843301480,-99.03742871557410,-89.86746573018910
2023-05-05 16:13:28.661245,Rajendra Nagar,25.550487309877500,85.15577248582410,-82.87668314813340,9.09524930890758,72.26526275013330,4G,-82.72850960883650,-91.0805163011346,-82.31897803952390
2023-05-05 16:16:35.871418,Ashok Rajpath,25.496041659462900,85.17029585874320,-91.0370017703209,1.4974285451752600,161.714498660403,LTE,-88.96922960146640,-100.20179223081600,-93.03128647259100
2023-05-05 16:19:43.081591,Bankipore,25.568057334277300,85.10611863004410,-88.83156539311980,50.697912545509200,47.3550007011162,5G,-90.67000434335230,-96.29539134967790,-91.58212823881750
2023-05-05 16:22:50.291764,Fraser Road,25.674576197803300,85.26870673441150,-84.17029254221520,1.8875004386091400,186.81422543775100,3G,0.0,0.0,0.0
2023-05-05 16:25:57.501937,Bailey Road,25.548892053434500,85.0674543074874,-86.95214061203530,2.3339430339818100,157.7185236711750,3G,0.0,0.0,0.0
2023-05-05 16:29:04.712110,S.K. Puri,25.716906228274700,85.01917636032890,-88.55121735812310,20.81881498335480,31.779563918434000,5G,-93.49363075314190,-96.92828820862180,-89.35244814889470
2023-05-05 16:32:11.922283,Anisabad,25.72033410370320,85.09787671921960,-91.04559969982050,6.3542731434081200,51.282103290321800,4G,-92.63312142355890,-99.1446216058912,-91.65266301443910
2023-05-05 16:35:19.132456,Phulwari Sharif,25.75485768886000,85.20156110084060,-89.19255469853160,1.3326632154862800,161.7351757412970,3G,0.0,0.0,0.0
2023-05-05 16:38:26.342629,Kumhrar,25.712557614281900,85.23174341553460,-90.38098031290140,4.296599125831870,95.88762445856890,4G,-91.13570606093780,-99.9457854999631,-88.4864884518757
2023-05-05 16:41:33.552802,Rajendra Nagar,25.49095563285220,85.27333170016010,-93.4290976789669,8.123706473099440,92.55871304263850,4G,-91.71485098366080,-99.38144780012470,-91.82916086776450
2023-05-05 16:44:40.762975,Fraser Road,25.58789406068610,85.28099217922410,-88.17489881487740,2.188952670372350,149.67668588591700,3G,0.0,0.0,0.0
2023-05-05 16:47:47.973148,S.K. Puri,25.618324029893000,84.96832891318980,-92.32672365579460,1.453312804453980,135.49963058319400,LTE,-96.63248522833370,-99.73142470125320,-94.92104827424130
2023-05-05 16:50:55.183321,Phulwari Sharif,25.444156554179700,85.17091299909090,-94.05902692277150,2.1609500134333500,108.87673941077700,LTE,-89.44236956322330,-100.8842266948160,-92.53000000312640
2023-05-05 16:54:02.393494,Gandhi Maidan,25.501577705688700,85.04670764169370,-88.2992846309012,7.259404888618540,75.34192159102410,4G,-91.7062444247114,-97.98373946550550,-90.59339046005990
2023-05-05 16:57:09.603667,Danapur,25.421831394935800,85.14088711150050,-88.65736804140440,6.96602753519993,69.55213815290870,4G,-88.64583804958430,-96.67147415425840,-88.41897232884480
2023-05-05 17:00:16.813840,Kidwaipuri,25.439550909075700,85.05865339597920,-77.60536709242700,2.529619601805990,117.48386272604100,3G,0.0,0.0,0.0
2023-05-05 17:03:24.024013,Exhibition Road,25.475381175835900,85.18502596773100,-91.20056113757000,2.7028972751025300,100.03325061204900,LTE,-96.0236830414374,-98.18779531835560,-92.01177182270280
2023-05-05 17:06:31.234186,Anandpuri,25.573795595409600,85.0842098085337,-83.91531144894100,1.4577892096932300,123.2645538562680,LTE,-86.70728515108460,-93.04654847062960,-82.98096941357110
2023-05-05 17:09:38.444359,Ashok Rajpath,25.536784348046900,85.16977848316170,-84.6068797362944,4.81869246121524,88.01449115610670,4G,-88.23578267900440,-91.93032907903140,-86.31566850419100
2023-05-05 17:12:45.654532,Danapur,25.542756537421600,85.06531043136110,-101.85950571465700,51.350209156538800,41.400661753482300,5G,-97.93865882525440,-107.08283228213700,-100.13808539712500
2023-05-05 17:15:52.864705,Boring Road,25.432726109663400,85.18933980255880,-89.84068419363020,1.3003380016340800,173.74337687214900,3G,0.0,0.0,0.0
2023-05-05 17:19:00.074878,Pataliputra,25.536731285035500,85.21687168553920,-100.38330467262200,59.4654439347032,43.221378256193600,5G,-104.69617634743900,-108.2618202431970,-102.88759869186600
2023-05-05 17:22:07.285051,Gandhi Maidan,25.519549893479400,85.2904667482119,-97.11452333283920,1.5856440734019300,197.99703293588500,LTE,-96.09570743647600,-104.20241004180300,-95.62608425626200
2023-05-05 17:25:14.495224,S.K. Puri,25.614339407642600,85.13663475122110,-88.78349531732080,8.925600370831950,95.94632668197770,4G,-91.26108511558710,-95.00828567358940,-89.02025833367590
2023-05-05 17:28:21.705397,Boring Canal Road,25.657356099859300,84.99817028853390,-93.67050760093080,53.955471705844600,16.027044308395100,5G,-95.24667124059530,-101.60342535445400,-92.12139753447150
2023-05-05 17:31:28.915570,Pataliputra,25.501615144337500,84.99668892299760,-79.99028648694580,2.2319709005203600,118.80247346154200,3G,0.0,0.0,0.0
2023-05-05 17:34:36.125743,Boring Road,25.655071623635900,85.22029898623130,-93.0266423508851,52.328714869160700,30.082008539537900,5G,-96.77950178177120,-101.09976293564800,-92.16645127141440
2023-05-05 17:37:43.335916,Fraser Road,25.516074361967600,85.04042658659940,-90.8789612136115,2.4058868819573500,105.28039604685300,LTE,-91.01298459117400,-97.88211638529680,-90.26608734929660
2023-05-05 17:40:50.546089,Anandpuri,25.608353407682100,85.0949815016914,-96.58410880645900,99.85127602536550,47.32453325374230,5G,-95.15845681110710,-104.47786853998900,-95.7670446182096
2023-05-05 17:43:57.756262,Gandhi Maidan,25.46506129400600,85.0603974589343,-89.43645501235520,5.091079015121410,97.03396225576700,4G,-91.84348742369740,-97.28817094866050,-87.20007350944760
2023-05-05 17:47:04.966435,Phulwari Sharif,25.541693990350400,85.17626391520980,-97.07375746225140,2.3139103125342800,195.6614621083460,LTE,-101.38417729868700,-106.78848385649500,-98.3806350140922
2023-05-05 17:50:12.176608,Anisabad,25.482912407429300,85.20709278469480,-95.75417810303280,75.92038586542810,31.932823349057000,5G,-99.47429601769690,-101.34350003162200,-96.39349102365120
2023-05-05 17:53:19.386781,Rajendra Nagar,25.604894801151000,85.206645279048,-90.94799668424060,3.621881715612950,84.18770527885210,4G,-90.49694140163360,-96.0454125742351,-92.58353970907240
2023-05-05 17:56:26.596954,Bankipore,25.432464955626900,85.17892521477640,-98.5538005177459,56.12523838932990,42.25614468931360,5G,-98.96140174177630,-108.29401762997500,-96.8361313214417
2023-05-05 17:59:33.807127,Anisabad,25.56349209193080,85.18346210271550,-89.70491956845250,2.0774035959054300,149.78125080342900,LTE,-93.65018256888620,-96.42101904483100,-87.7723006048511
2023-05-05 18:02:41.017300,Danapur,25.538714355969100,85.08970742870890,-85.79664051405530,2.9670429454304400,114.07115280487600,3G,0.0,0.0,0.0
2023-05-05 18:05:48.227473,Pataliputra,25.696210506579200,85.13572519562780,-88.0662980475416,5.992427815444310,58.111670289124000,4G,-92.940222847784,-95.26751962934970,-87.90190031480550
2023-05-05 18:08:55.437646,Kumhrar,25.537276306104300,85.27106723674700,-84.81202181375560,1.6704160947417500,117.37615931357400,LTE,-82.69188161044780,-90.68213075021520,-87.20819694261440
2023-05-05 18:12:02.647819,Exhibition Road,25.715379348394000,85.23332479077290,-95.11434031149440,71.76944770174880,12.78564592649620,5G,-98.36552593973480,-100.83565401696500,-96.75126296935330
2023-05-05 18:15:09.857992,Boring Canal Road,25.629252902342100,85.11166889368090,-93.63651103235030,60.439656788239600,14.439578768539200,5G,-94.16595559428610,-101.3347196763410,-91.44912937521430
2023-05-05 18:18:17.068165,Boring Canal Road,25.757664425374200,85.11881243805220,-87.39847284511490,8.086696944492260,65.23755476930670,4G,-84.10452619652650,-95.99086685304030,-85.16194980771820
2023-05-05 18:21:24.278338,Patliputra Colony,25.71478792352800,85.02029444730040,-82.29259233249470,1.370660359057430,107.89691621908300,3G,0.0,0.0,0.0
2023-05-05 18:24:31.488511,Kankarbagh,25.616109151938700,85.11373098063870,-89.14219666411340,9.152852301975870,78.58861760241610,4G,-88.96773314656300,-96.99005961250850,-90.24051713736670
2023-05-05 18:27:38.698684,Rajendra Nagar,25.60056943207750,85.20248870021790,-81.31622913000880,2.9010621051724100,160.06510665483600,LTE,-78.88028996824320,-88.78489883253270,-80.51160494175080
2023-05-05 18:30:45.908857,Ashok Rajpath,25.475461997005700,85.1569345376724,-85.52765743729700,2.033145256891960,100.55057991604200,3G,0.0,0.0,0.0
2023-05-05 18:33:53.119030,Patliputra Colony,25.690790345642700,85.19651214213640,-84.60358983599210,2.75972535472232,157.47795542644200,3G,0.0,0.0,0.0
2023-05-05 18:37:00.329203,Anisabad,25.57481023301360,85.04163502665520,-84.67753185796160,2.6423965651004500,100.15651051914700,LTE,-83.31351815612760,-94.42185495075110,-86.1318885359593
2023-05-05 18:40:07.539376,Kankarbagh,25.46133584001060,85.21875694173930,-88.27119723232850,2.187321582417080,101.01311840277400,3G,0.0,0.0,0.0
2023-05-05 18:43:14.749549,Danapur,25.496871516063500,85.14617448814120,-80.76720286076120,1.7987374967893800,191.01346367821300,3G,0.0,0.0,0.0
2023-05-05 18:46:21.959722,Kankarbagh,25.5446327221519,85.24469599912420,-90.31308265521370,2.0516251977466500,151.16813865815100,LTE,-93.656799184931,-97.0843801047356,-93.04441195218570
2023-05-05 18:49:29.169895,Pataliputra,25.623029612498200,85.18821530668200,-91.38243805878680,6.399127897615780,51.37683599347330,4G,-91.3278868796823,-96.56235102319830,-92.07719778087200
2023-05-05 18:52:36.380068,Patliputra Colony,25.552320496400800,85.10439583305330,-96.15866607709330,5.38270972978154,77.07038036737930,4G,-99.6172156453084,-103.39010865030300,-95.90843720263330
2023-05-05 18:55:43.590241,Anandpuri,25.622492274159600,85.07392711850820,-95.94510811980120,1.8035576013086500,199.3848388899700,LTE,-92.1419604983119,-102.82807832900400,-95.52884395270750
2023-05-05 18:58:50.800414,Anandpuri,25.446302806629700,85.09027241834130,-86.99645624407060,2.754181162036380,194.4042093825400,3G,0.0,0.0,0.0
2023-05-05 19:01:58.010587,Kankarbagh,25.68475961798800,85.03551551072240,-86.50732227722610,6.1918549303195600,72.17279181909520,4G,-85.48615242367840,-93.5502884801137,-84.66778622326850
2023-05-05 19:05:05.220760,Exhibition Road,25.72139462541040,85.07412696724790,-81.04102784028850,2.2889405542420700,181.97978049847300,LTE,-82.70695461869740,-87.37577189098860,-80.86955918195540
2023-05-05 19:08:12.430933,Bailey Road,25.60884072936440,84.99252393942080,-88.15971757461030,2.400068545544210,110.44041297480800,LTE,-89.16871569387300,-94.54397014228710,-89.47771080986110
2023-05-05 19:11:19.641106,Gardanibagh,25.577117574766400,85.07126742808100,-93.99211934871890,1.5620089978174300,180.34827432968800,LTE,-89.69983881240030,-101.96660587608100,-91.5554533359239
2023-05-05 19:14:26.851279,Anisabad,25.490753484556800,85.07572064188530,-93.05372536060000,2.109314696070190,163.7090837080910,LTE,-92.790940757218,-100.73786177684300,-94.64580470994490
2023-05-05 19:17:34.061452,Bailey Road,25.467618528575600,85.05339119038020,-87.57534982112410,1.203784776132030,136.0233918800430,3G,0.0,0.0,0.0
2023-05-05 19:20:41.271625,Anandpuri,25.71633659408360,85.08024012697930,-81.62323668687900,2.4077141832686600,100.43632696503100,3G,0.0,0.0,0.0
2023-05-05 19:23:48.481798,Bankipore,25.69797652081950,85.10869080992850,-90.29213391927520,1.2219550491703000,163.44241452865800,LTE,-87.58432773663640,-100.27772766094700,-88.13839380675140
2023-05-05 19:26:55.691971,Kidwaipuri,25.657936383523500,85.21149341219700,-89.44140716237910,21.31518420930040,39.48386201728210,5G,-84.69548904902580,-99.18041401715420,-88.34824387861940
2023-05-05 19:30:02.902144,Pataliputra,25.737697106075200,85.08978857402850,-107.81166829397700,57.78439105708840,33.80526699622730,5G,-112.71243008269800,-115.49119249670900,-105.03067284865100
2023-05-05 19:33:10.112317,Ashok Rajpath,25.535605116361100,85.24075494265530,-85.5730832878005,2.546283747837340,151.7960527712580,3G,0.0,0.0,0.0
2023-05-05 19:36:17.322490,Kumhrar,25.650697607827200,85.0961826931326,-87.22940279430400,1.9681541394204000,174.7444406596690,3G,0.0,0.0,0.0
2023-05-05 19:39:24.532663,Rajendra Nagar,25.62182009347710,84.99856975953730,-87.39100841074660,1.5524746499503100,198.16533238524500,3G,0.0,0.0,0.0
2023-05-05 19:42:31.742836,Boring Canal Road,25.539235932189400,84.99878318340690,-94.35632046459120,9.705538847397390,76.482986197281,4G,-96.93738752346230,-101.85330260881800,-93.27859846818060
2023-05-05 19:45:38.953009,Phulwari Sharif,25.707151353825700,85.22980766847850,-90.6232858973164,2.9028596207236600,199.4819293965950,LTE,-88.50605783985590,-95.7175672383573,-90.20604721991380
2023-05-05 19:48:46.163182,Bankipore,25.52260742667130,85.14804997988440,-94.22988476878320,1.9164693007856700,178.13488406144100,LTE,-89.62820692149580,-100.41198942445000,-92.09864285867300
2023-05-05 19:51:53.373355,Rajendra Nagar,25.563630654422400,85.14127616056520,-87.24943422149940,1.0008855628744200,190.1383096641940,3G,0.0,0.0,0.0
2023-05-05 19:55:00.583528,S.K. Puri,25.494217888114700,85.0876201495793,-94.84468771712310,4.341150620143780,95.91195433377190,4G,-98.82665088762780,-102.31489817844800,-96.51957101934510
2023-05-05 19:58:07.793701,Boring Road,25.532421541939900,85.16657499749650,-91.34617940466740,95.1810861835365,45.70232909945900,5G,-92.15169946509420,-97.44435188963300,-91.48816500486080
2023-05-05 20:01:15.003874,Bailey Road,25.617023640813200,84.98613605528610,-93.8087152269574,2.751766167034110,153.90945527360100,LTE,-95.98399096325740,-101.68257429976900,-96.58328868456400
2023-05-05 20:04:22.214047,Boring Road,25.58665300331970,84.99146849822780,-83.73203480349520,2.518137878516750,160.9631011656900,3G,0.0,0.0,0.0
2023-05-05 20:07:29.424220,Phulwari Sharif,25.669230692011700,85.26897516500880,-103.74190828070400,66.5590642677099,29.274699170984700,5G,-105.12480573210900,-108.99586514635200,-102.94895128558600
2023-05-05 20:10:36.634393,Phulwari Sharif,25.69314646560540,85.02043053380510,-84.60071879458970,1.061715808616150,105.18952995184100,3G,0.0,0.0,0.0
2023-05-05 20:13:43.844566,Boring Road,25.60923077715770,85.11342236675300,-88.05548923965070,2.6865561818728000,109.75143256409000,LTE,-87.465682898653,-95.55004983833980,-86.81833014187060
2023-05-05 20:16:51.054739,Pataliputra,25.431743563893100,85.1360540074191,-85.00841616756830,1.500935797585000,162.4874099607000,LTE,-84.29095633613080,-90.84426428362700,-82.57189380468080
2023-05-05 20:19:58.264912,Danapur,25.5389705193425,85.2078897431039,-82.7466241920689,5.327193100040990,52.82928280733580,4G,-84.00741372194080,-88.02438127859740,-81.89621780827750
2023-05-05 20:23:05.475085,Anisabad,25.632814638822600,85.26912924869100,-86.97229647265940,1.7952247571057400,126.42762631586400,3G,0.0,0.0,0.0
2023-05-05 20:26:12.685258,Fraser Road,25.44939229267240,85.17667766214710,-101.49790618463800,11.359961579302800,48.60061477817890,5G,-103.98897572772700,-108.11777474437500,-100.25812696536600
2023-05-05 20:29:19.895431,Gandhi Maidan,25.482579771292900,85.02579243650150,-86.6810703284833,7.7607831981288100,70.4075845433349,4G,-91.52712141157020,-93.76644004446200,-88.16246109340570
2023-05-05 20:32:27.105604,Gardanibagh,25.436810772703600,85.2068169439325,-94.72989636976260,49.45464820276850,49.85049146099510,5G,-97.43817685762090,-101.99551654038200,-93.7058432174686
2023-05-05 20:35:34.315777,Danapur,25.479160555342000,85.05969481214130,-84.61333670865290,9.66043497123751,91.92459169215120,4G,-81.56243352369620,-90.49841768344400,-82.01707365985630
